,source_url,article_title,article_text,date,language
10,https://geeko.lesoir.be/2023/08/03/netflix-va-diffuser-sa-premiere-comedie-romantique-interactive/,Netflix va diffuser sa première comédie romantique interactive,"Netflix continue de miser sur des productions interactives. Après You vs Wild, Captain Underpants ou encore Black Mirror : Bandersnatch, la plateforme change de direction. Avec Choose Love, les abonnés seront aux commandes d’une comédie romantique.Vous aimez les contenus interactifs de Netflix ? Bonne nouvelle, la firme au N rouge ne vous a pas oublié et devrait surprendre plus d’un abonné. Fini les décisions de vie ou de mort. Avec Choose Love, la plateforme vous propose de prendre les commandes d’une comédie romantique.C’est en 2018 que Netflix teste pour la première fois l’interactivité dans ses produits. Black Mirror : Bandersnatch connaît un succès mitigé, mais la porte est ouverte. Et le géant du streaming s’y engouffre et se concentre même particulièrement sur les enfants. De You vs Wild  en passant par Jurassic World : la colo du crétacé, les épisodes du genre poussent comme des champignons.Le choix de la comédie romantique n’est évidemment pas un hasard. Netflix est parfaitement conscient que ce type de productions a tendance à frustrer une partie de son audience. Principalement à cause...des choix du protagoniste. En plaçant le spectateur aux commandes, la plateforme attise donc la curiosité des amateurs du genre.Coté scénario, rien de bien surprenant. Choose Love vous propose de suivre Cami Conway (Laura Marano), une ingénieure du son qui croque la vie à pleines dents. Tout va pour le mieux, aussi bien professionnellement que dans sa vie privée. La jeune femme s’apprête à emménager avec son conjoint, mais son premier amour et une star de la chanson vont venir chambouler ses plans. Pour le reste, c’est à vous de décider.Choose Love sera disponible le 31 août 2023 sur Netflix, soit dans quelques semaines. Autour de l’actrice principale, nous retrouvons notamment Scott Michael Foster (You), Jordi Webber (Home and Away) et Avan Jogia (Retour à Zombieland) pour incarner la triplette de prétendants. Quant au réalisateur, Netflix a misé sur Stuart McDonald. Qui a également beaucoup travaillé sur Crazy Ex-Girlfriend. En attendant de faire vos choix, la plateforme vous invite à faire connaissance avec les personnages.",2023-08-03T12:13:48+02:00,fr
11,http://soirmag.lesoir.be/529228/article/2023-08-03/lizzo-repond-aux-accusations-scandaleuses-lancees-contre-elle,Lizzo répond aux accusations «scandaleuses» lancées contre elle,"La star a été accusée par trois de ses anciennes danseuses de « harcèlement sexuel, religieux et racial, de discriminations relatives au handicap, d’agressions et de séquestration, entre autres choses ». Aujourd’hui, elle prend la parole.En début de semaine, la popstar Lizzo est attaquée par trois de ses anciennes danseuses. Les plaignantes, Arianna Davis, Crystal Williams et Noelle Rodriguez, ont fait état de « harcèlement sexuel, religieux et racial, de discriminations relatives au handicap, d’agressions et de séquestration, entre autres choses », a indiqué leur cabinet d’avocats dans un communiqué. Rapidement après ces accusations, l’ancienne documentariste de la star a également pris la parole en dénonçant le comportement toxique de la chanteuse.Jusqu’à maintenant, Lizzo était restée silencieuse avant de finalement prendre la parole. Dans un long texte partagé sur les réseaux sociaux, elle assure ne pas être la personne qui est décrite dans la presse. « Ces derniers jours ont été terriblement difficiles et extrêmement décevants », déclare-t-elle.La chanteuse a été attaquée sur l’environnement de travail qui pouvait devenir toxique, notamment en faisant des commentaires sur le poids des personnes de son équipe mais aussi en les mettant face à des comportements déplacés. Elle déclare alors : « Mon éthique de travail, ma morale et mon respect ont été remis en question. Mon personnage a été critiqué. Habituellement, je choisis de ne pas répondre aux fausses allégations, mais celles-ci sont aussi incroyables qu’elles paraissent et trop scandaleuses pour ne pas être abordées ».Selon la star, les anciennes employées qui l’accusent se seraient vues reprocher leur comportement « inapproprié et non professionnel » lors de tournées.« Je ne suis pas ici pour être considérée comme une victime, mais je sais aussi que je ne suis pas la méchante que les gens et les médias m’ont décrite ces derniers jours. Je suis très ouvert avec ma sexualité et je m’exprime mais je ne peux pas accepter ou permettre aux gens d’utiliser cette ouverture pour me faire passer pour quelqu’un que je ne suis pas », explique-t-elle.Un peu plus loin, elle ajoute : « La passion s’accompagne d’un travail acharné et de normes élevées. Parfois, je dois prendre des décisions difficiles, mais je n’ai jamais l’intention de mettre quelqu’un mal à l’aise ou de ne pas être valorisé en tant que membre important de l’équipe ».Cette réponse fait donc suite à de nombreuses accusations venant des trois plaignantes mais qui ont rapidement été soutenues par d’autres danseurs de même que par le responsable du groupe de danse.",2023-08-03T14:46:19+02:00,fr
12,https://geeko.lesoir.be/2023/08/03/avec-lintroduction-dune-taxe-streaming-deezer-naura-dautre-choix-que-daugmenter-ses-prix/,"Avec l’introduction d’une taxe streaming, Deezer n’aura d’autre choix que d’augmenter ses prix","Si Spotify est le numéro un mondial du streaming musical, il a en France un concurrent de taille : Deezer. Mais alors qu’une taxe sur le streaming sera peut-être bientôt imposée dans l’Hexagone, l’entreprise française n’aura pas d’autre choix que d’augmenter ses prix.C’est Stéphane Rougeot, le directeur adjoint de la plateforme de streaming musical qui s’est exprimé sur la chaîne de radio BFM Business. La raison ? La taxe imposée par le président Emmanuel Macron sur le streaming avec pour but de protéger la « souveraineté culturelle française », mais aussi de mieux rémunérer les artistes. Une taxe qui, paradoxalement, va coûter cher aux abonnés de la plateforme française.Il dénonce une « taxe anti-Deezer » qui s’attaquerait disproportionnellement à une plateforme qui fait près de 60% de son chiffre d’affaire sur le territoire français, et qui se verra dans l’obligation d’augmenter ses tarifs.En effet, les contrats ne permettent pas d’en faire payer les répercutions aux ayant-droits et aux artistes et, selon Stéphane Rougeot, il n’est pas non plus possible pour la plateforme d’absorber le choc pour des raisons financières.Une situation qui, paradoxalement, pourrait bien renforcer Spotify dans sa position dominante sur le marché hexagonal, et avoir donc l’effet inverse de celui recherché en pénalisant une plateforme française.Pour rappel, la décision d’imposer cette taxe n’est pas encore définitive, et ne devrait être prise que le 30 septembre, si aucun accord n’est d’ici-là trouvé entre les artistes et ayant-droits et les plateformes de streaming. Il devrait s’agir d’une taxe de 1,75%.",2023-08-03T12:14:34+02:00,fr
13,https://www.lesoir.be/529225/article/2023-08-03/pro-league-le-match-de-la-5e-journee-entre-le-club-bruges-et-genk-reporte,Pro League : le match de la 5e journée entre le Club Bruges et Genk reporté,"Le match de la 5e journée de Jupiler Pro League entre le Club Bruges et Genk prévu le dimanche 27 août a été reporté pour permettre aux clubs de se concentrer sur leurs rendez-vous européens, a annoncé la Pro League jeudi.Éliminé au 2e tour préliminaire de la Ligue des Champions par le Servette Genève mercredi, Genk a été repêché au 3e tour préliminaire de l’Europa League. Les Limbourgeois doivent se rendre à l’Olympiacos le jeudi 10 août avant le match retour le jeudi 17 août à la Cegeka Arena.La Pro League a donc été contrainte d’opérer quelques changements dans son calendrier. Le déplacement de Genk au Cercle Bruges lors de la 3e journée se jouera le dimanche 13 août à 16h00 et les Limbourgeois recevront Charleroi le dimanche 20 août à 16h00 pour le compte de la 4e journée.Le match de la 5e journée entre le Club Bruges et Genk est lui reporté à une date qui n’est pas encore connue. Les Brugeois sont également engagés sur la scène européenne et joueront jeudi soir leur qualification pour le 3e tour préliminaire de la Conference League lors de leur déplacement à Aarhus au Danemark (aller 3-0). La Gantoise se rendra elle à Zilina en Slovaquie (aller: 5-1).",2023-08-03T14:38:42+02:00,fr
14,https://www.lesoir.be/529224/article/2023-08-03/un-mois-de-dropzones-obligatoires-voit-plus-rarement-une-trottinette-garee,Un mois de dropzones obligatoires : « On voit plus rarement une trottinette garée n’importe où »,"Très chouette les dropzones, mais ça déborde. » Sabrina, habitante du quartier de Flagey, respire. Pour désencombrer les routes et les trottoirs, la Région et les communes bruxelloises ont décidé d’installer des dropzones obligatoires (des zones de dépôt, en français) pour garer les deux roues. Le nouveau règlement prévoit l’interdiction de garer une trottinette hors des espaces réservés à cet effet. Un utilisateur essayant de garer son véhicule ailleurs continuera à payer la location de celui-ci jusqu’à ce qu’il le gare au bon endroit.",2023-08-03T14:32:23+02:00,fr
15,https://www.lesoir.be/529223/article/2023-08-03/festivites-du-15-aout-les-feux-dartifice-de-retour-huy,Festivités du 15 août : les feux d’artifice de retour à Huy,"Les feux d’artifice seront de retour aux festivités du 15 août à Huy, ont annoncé jeudi les organisateurs lors d’une conférence de presse.Annulés lors des trois dernières années en raison de la crise sanitaire ou d’une sécheresse persistante, les deux feux d’artifice qui couronnent ces festivités devraient bien avoir lieu lors de cette édition.Le premier feu sera a priori tiré depuis le fort de Huy, le mardi 15 août. Il est financé par la Ville de Huy pour un budget de 15.000 euros. Le second spectacle pyrotechnique sera organisé par le comité des forains, le samedi 26 août, au niveau du pont de l’Europe.Les fêtes du 15 août débuteront l’après-midi du vendredi 11 août par la remise des clés de la cité aux forains. Dans la foulée, le champ de foire rassemblant quelque 110 attractions sera ouvert au public. Il sera accessible jusqu’au dimanche 27 août.Les effectifs policiers seront renforcés, surtout pour les 14 et 15 août, et des dispositifs anti-intrusion seront aménagés aux divers accès au champ de foire.La journée du 15 août sera notamment marquée par une messe à la collégiale de Huy, l’installation d’une dizaine de confréries gastronomiques de Huy-Waremme et de Liège sur la place Verte, ainsi qu’une soirée festive sur la Grand-Place.Les forains annoncent des journées à tarif réduit les 17, 22 et 27 août, ainsi qu’une journée destinée aux personnes à mobilité réduite le 18 août.Diverses activités sont également programmées au fort de Huy, dont des week-ends médiévaux, un parcours fantastique et la commémoration du bicentenaire du lieu.En raison de ces festivités, le marché hebdomadaire du 16 août est annulé. En cas de forte affluence, la police conseille aux automobilistes de se garer en périphérie, notamment au complexe commercial de Ben-Ahin ou au port de Statte.",2023-08-03T14:32:12+02:00,fr
16,https://www.lesoir.be/529222/article/2023-08-03/des-transats-senvolent-en-mer-du-nord-photo,Des transats s’envolent en mer du Nord (photo),"Ce jeudi, des images très impressionnantes recueillies par Sudinfo, montrent des transats prendre l’eau sur la plage de Blankenberge. Cela est dû aux intempéries qui ont eu lieu mercredi soir, combinées à une marée très haute.Jeudi matin, les équipements des tenanciers de bars de plages étaient éparpillés sur la plage : les transats ont volé et des scènes très impressionnantes ont été rapportées.À lire aussi Une nouvelle « guerre des transats » en Espagne : la police intervientUn gérant explique notamment que c’est la première fois qu’une telle situation est constatée à Blankenberge.L’eau de mer serait montée à une hauteur supérieure à la normale, « huit mètres de plus » que d’habitude. « Certains transats ont même atteint le club de surf de Zeebrugge. », explique un autre gérant auprès de HLN.",2023-08-03T14:23:56+02:00,fr
17,http://soirmag.lesoir.be/529219/article/2023-08-03/lomepal-ce-que-lon-sait-sur-lenquete-ouverte-contre-lui,Lomepal: ce que l’on sait sur l’enquête ouverte contre lui,"Depuis plusieurs années, des rumeurs courent à propos du rappeur. Il est accusé d’avoir eu des gestes déplacés sur des femmes.La semaine passée, la journaliste, Jenna Boulmedaïs, accusait Lomepal d’avoir eu des comportements déplacés envers plusieurs filles. Le rappeur n’a jamais répondu aux accusations. Elle assurait que « toute l’industrie musicale est au courant ». Désormais, Actu Paris et Le Parisien viennent d’annoncer qu’une enquête vient d’être ouverte contre Antoine Valentinelli, plus connu comme Lomepal.Les faits reprochés remonteraient à 2017 et auraient eu lieu à New York mais la plainte a été déposée en 2020. La femme ayant porté plainte serait une « connaissance » de l’artiste. Les deux médias précisent que la 3e Direction régionale de la police judiciaire qui est chargée de l’enquête.À lire aussi : Lomepal dans la tourmente sur Twitter : « Toute l’industrie musicale est au courant »Pour le moment, l’enquête est en cours et les faits reprochés sont encore gardés à la discrétion des enquêteurs. Dans son post sur Instagram, Jenna Boulmedaïs avait écrit : « Cela fait maintenant deux ans que j’entends, dans le milieu de la musique, des témoignages de femmes ayant subi les gestes déplacés et non désirés d’Antoine Lomepal ». Cependant, elle ne précisait pas d’actes répréhensibles en particulier ni de témoignages.",2023-08-03T14:14:29+02:00,fr
18,https://www.lesoir.be/529213/article/2023-08-03/voici-lastuce-pour-recuperer-sa-valise-plus-rapidement-laeroport,Voici l’astuce pour récupérer sa valise plus rapidement à l’aéroport,A lire sur So Soir.,2023-08-03T14:03:27+02:00,fr
19,https://www.lesoir.be/529212/article/2023-08-03/carburants-et-mazout-pourquoi-la-facture-recommence-piquer,Carburants et mazout : pourquoi la facture recommence à piquer,"Si les Belges qui se chauffent au gaz naturel se posent actuellement la question d’un éventuel retour vers un contrat fixe pour « bloquer » la baisse des cours, il n’en va pas de même pour les propriétaires d’une chaudière au mazout. Car sur les marchés de l’énergie, c’est deux salles, deux ambiances : alors que les prix du gaz ont retrouvé un niveau proche de ce qu’ils étaient avant l’invasion de l’Ukraine par la Russie, le baril, lui, est plutôt dans une phase ascendante. Certes, on est encore loin des 133 euros atteints par le Brent de la mer du Nord en mars 2022, alors que la guerre venait d’éclater. Mais à 83 dollars, le brut s’affiche en hausse de 15 % depuis le creux à 72 dollars atteint à la fin du mois de juin dernier.",2023-08-03T14:02:34+02:00,fr
