,source_url,article_title,article_text,published_date
15,https://www.levif.be/international/moyen-orient/le-groupe-etat-islamique-annonce-la-mort-de-son-chef-2/,Le groupe Etat islamique annonce la mort de son chef,"
	Le groupe djihadiste Etat islamique (EI) a annoncé jeudi la mort de son chef, Abou Al-Hussein al-Husseini al-Qourachi.

",03-08-2023
16,https://www.levif.be/economie/energie/des-centaines-deuros-deconomies-comment-bien-choisir-son-contrat-d-energie/,« Des centaines d’euros d’économies »: comment bien choisir son contrat d’énergie?,"
	Les fournisseurs d’énergie proposent à nouveau des contrats fixes. Mais pas à n’importe quelles conditions. Passage en revue des pièges à éviter avec Kurt Hernot, conseiller à la Commission de régulation de l’électricité et du gaz (Creg).

",03-08-2023
17,https://www.levif.be/international/amerique/avant-de-comparaitre-trump-denonce-linstrumentalisation-sans-precedent-de-la-justice/,Donald Trump arrive au tribunal de Washington pour une comparution historique,"
	L’ancien locataire de la Maison Blanche Donald Trump, convoqué jeudi devant le tribunal de Washington, dénonce une « instrumentalisation de la justice » à son encontre.

",03-08-2023
18,https://www.levif.be/belgique/coup-detat-au-niger-environ-septante-belges-evacues-dautres-devraient-suivre/,"Coup d’Etat au Niger: environ septante Belges évacués, d’autres devraient suivre","
	Environ 70 Belges ont quitté le Niger, à la suite d’un coup d’Etat, ont annoncé les Affaires étrangères jeudi. D’autres ressortissants devraient suivre.

",03-08-2023
19,https://www.levif.be/culture/musique/le-rappeur-francais-lomepal-accuse-de-viol-une-enquete-ouverte/,"Le rappeur français Lomepal, accusé de viol, réagit : « Je n’ai rien à cacher »","
	Le célèbre rappeur Lomepal, Antoine Valentinelli de son vrai nom, est accusé de viol. Une enquête a été ouverte par le parquet de Paris.

",03-08-2023
20,https://www.levif.be/international/nouveau-proces-pour-lopposant-russe-navalny-il-risque-jusqua-20-ans-de-prison-en-plus/,"Nouveau procès pour l’opposant russe Navalny, qui s’attend à une peine « stalinienne »","
	Ce vendredi, l’opposant russe au pouvoir Alekseï Navalny sera jugé lors d’un nouveau procès, pour « extrémisme ».

",03-08-2023
21,https://www.levif.be/international/afrique/fin-de-levacuation-et-manifestation-pro-putsch-le-bilan-de-la-journee-au-niger/,Fin de l’évacuation et manifestation pro-putsch: le bilan de la journée au Niger,"
	Le coup d’Etat fomenté par la junte militaire au Niger continue d’agiter les ambassades étrangères.

",03-08-2023
22,https://www.levif.be/international/pourquoi-on-ne-nous-aime-pas-nous-occidentaux-en-chine-une-propagande-tres-politique/,"Pourquoi on ne nous aime pas, nous Occidentaux : en Chine, une propagande très politique","
	L’antioccidentalisme chinois est ancré dans l’histoire et la géopolitique. S’il peut permettre à Pékin de supplanter les Etats-Unis…

",03-08-2023
23,https://www.levif.be/international/coup-detat-au-niger-pourquoi-luranium-est-un-enjeu-pour-leurope/,Coup d’Etat au Niger : pourquoi l’uranium est un enjeu pour l’Europe,"
	L’exploitation des mines du Niger par la société française Orano est-elle menacée? Pas forcément, selon Teva Meyer, chercheur associé à l’Iris.

",03-08-2023
24,https://www.levif.be/belgique/la-flandre-ne-tiendra-pas-ses-engagements-climatiques/,La Flandre ne tiendra pas ses engagements climatiques,"
	Le gouvernement flamand l’assume sans honte : il ne tiendra pas les engagements belges de réduire de 47% les émissions de gaz à effet de serre.

",03-08-2023
25,https://www.levif.be/societe/au-resto-au-boulot-au-bistrot-qui-paie-laddition/,"Au resto, au boulot, au bistrot: qui paie l’addition?","
	Le repas était bon, le vin aéré, le café serré, la conversation animée. Puis vient le moment de régler la note, et de (se) poser la question…

",03-08-2023
26,https://www.levif.be/economie/mon-argent/le-coffre-fort-digital-fait-recette-aupres-des-particuliers/,Le coffre-fort digital fait recette auprès des particuliers,"
	Alors que les coffres dans les banques disparaissent peu à peu et que la digitalisation s’accélère, comment conserver des documents importants en toute sécurité?

",03-08-2023
27,https://www.levif.be/international/bernard-guetta-leurope-a-besoin-detre-autonome-militairement-au-sein-de-lotan-entretien/,Bernard Guetta : «L’Europe a besoin d’être autonome militairement au sein de l’Otan» (entretien),"
	La guerre a fait entrer les Vingt-Sept dans l’union politique et les a dotés d’un début de stratégie de défense commune, analyse l’eurodéputé Bernard Guetta.

",03-08-2023
28,https://www.levif.be/societe/la-politique-de-conservation-de-la-nature-est-elle-neocolonialiste/,La politique de conservation de la nature est-elle néocolonialiste ?,"
	L’anthropologue Fiore Longo dénonce la mise à l’écart des peuples autochtones dans la stratégie des parcs nationaux et aires protégées, au bénéfice des élites du Nord.

",03-08-2023
29,https://www.levif.be/international/amerique/deja-1000-feux-de-forets-au-canada-en-2023-un-triste-record-demissions-de-carbone/,Déjà 1000 feux de forêts au Canada en 2023: un triste record d’émissions de carbone,"
	Et le chiffre de 2023 ne reflète que les émissions produites depuis le début de l’année.

",03-08-2023
30,https://www.levif.be/belgique/la-croissance-de-la-flandre-au-dessus-de-celle-de-bruxelles-et-de-la-wallonie/,La croissance de la Flandre au-dessus de celle de Bruxelles et de la Wallonie,"
	Selon les prévisions, elle devrait atteindre 1,4% cette année.

",03-08-2023
31,https://www.levif.be/vivifiant/sciences/le-mystere-de-nos-bouches-y-a-t-il-un-lien-entre-notre-langue-et-nos-mains/,Le mystère de nos bouches : y a-t-il un lien entre notre langue et nos mains ?,"
	Notre langue est un organe polyvalent, mais les scientifiques se posent encore de nombreuses questions sur son rôle dans de nombreux aspects de la vie.

",03-08-2023
32,https://www.levif.be/belgique/politique/regions/flandre/metiers-en-penurie-voici-ce-que-la-flandre-a-decide/,Métiers en pénurie: voici ce que la Flandre a décidé,"
	En Flandre, les primo-arrivants non diplômés devront se former aux métiers en pénurie.

",03-08-2023
33,https://www.levif.be/international/une-centaine-de-revues-medicales-demandent-larret-des-armes-nucleaires-le-danger-est-important-et-grandissant/,Armes nucléaires : « Le danger est important et grandissant »,"
	Cet appel intervient après des menaces à peine voilées du président russe Vladimir Poutine sur un possible usage d’armes nucléaires en Ukraine.

",03-08-2023
34,https://www.levif.be/societe/mobilite/pourquoi-1-accident-mortel-sur-2-a-lieu-pres-dune-bretelle-dautoroute/,Pourquoi 1 accident mortel sur 2 a lieu près d’une bretelle d’autoroute,"
	Les nouveaux chiffres épinglés par l’institut Vias montrent le danger des bretelles d’autoroute.

",03-08-2023
35,https://www.levif.be/international/niger-la-banque-mondiale-ferme-le-robinet-des-deboursements/,Niger: la Banque mondiale ferme le robinet des déboursements,"
	La Banque mondiale a dépensé 1,5 milliard de dollars en 2022 pour le Niger, au travers de ses différents programmes d’aide

",03-08-2023
36,https://www.levif.be/opinions/la-fable-de-la-grenouille-le-comportement-humain-et-le-rechauffement-climatique/,"La fable de la grenouille, le comportement humain et le réchauffement climatique","
			Anne-Sophie Bailly
		",03-08-2023
37,https://www.levif.be/societe/pourquoi-tant-dhumiliation-comment-la-totemisation-scout-a-copie-les-baptemes-etudiants/,Pourquoi tant d’humiliation? Comment la totémisation scout a copié les baptêmes étudiants,"
	La totémisation, aux camps scouts. Le baptême, sur les campus universitaires. Deux traditions où l’humiliation semble indispensable à l’intégration et au dépassement de soi. Mais les pratiques évoluent.

",03-08-2023
38,https://www.levif.be/international/amerique/etats-unis-la-police-du-capitole-met-en-garde-contre-un-possible-tireur/,États-Unis: la police du Capitole met en garde contre un possible tireur,"
	La police du Capitole est à la recherche d’un tireur qui aurait infiltré le Sénat américain, ce mercredi.

",02-08-2023
39,https://www.levif.be/societe/sante/cancer-decouverte-dun-nouveau-medicament-contre-les-tumeurs-et-les-metastases/,Cancer: découverte d’un nouveau médicament contre les tumeurs et les métastases,"
	L’Université libre de Bruxelles (ULB) a participé à la découverte d’un nouveau médicament contre les tumeurs et les métastases dans le cadre de la lutte contre le cancer.

",02-08-2023
40,https://www.levif.be/international/asie/plus-de-400-scouts-dont-des-belges-victimes-de-la-vague-de-chaleur-en-coree-du-sud/,"Plus de 400 scouts, dont des Belges, victimes de la vague de chaleur en Corée du Sud","
	Des scouts belges auraient été soignés pour des « coups de chaleur » lors du Wolrd Scout Jamboree, qui se tient en Corée du Sud.

",02-08-2023
41,https://www.levif.be/economie/mon-argent/consommation/votre-ticket-de-caisse-explose-au-supermarche-et-pourtant-on-na-jamais-aussi-peu-depense-en-alimentation-depuis-1850/,"Votre ticket de caisse explose au supermarché, et pourtant: « On n’a jamais aussi peu dépensé en alimentation depuis 1850 »","
	Des prix au supermarché qui ne diminuent pas assez vite ? C’est l’avis de Test-Achats, qui dénonce une augmentation de nombreux produits, et ce alors que les prix des matières premières et de l’énergie sont en baisse. Des critiques justifiées ? Voici ce qu’en disent deux experts en retail.

",02-08-2023
